player_id,name,position,projected_points,adp
0037011,Tre' McKitty,TE,2.3111111111111113,517.0
0039365,Jacob Cowing,WR,4.734431231419183,520.0
0036741,Jack Stoll,TE,2.24,521.0
0037306,John FitzPatrick,TE,2.2,522.0
0037282,James Mitchell,TE,3.31,524.0
0037120,Tyler Goodson,RB,3.016666666666667,525.0
0038098,Pierre Strong,RB,4.117647058823529,529.0
0037093,Dareke Young,WR,3.25,533.0
0039498,Harrison Mevis,K,7.181818181818182,536.0
0037382,Brandon Johnson,WR,6.4,537.0
0038583,Dorian Thompson-Robinson,QB,3.4428571428571426,544.0
0038589,Josh Whyle,TE,3.05,546.0
0039050,Payne Durham,TE,1.9428571428571428,550.0
